Gene stable ID	Transcript stable ID	Gene name	Mouse gene stable ID	Mouse gene name
ENSRNOG00000016227	ENSRNOT00000022406	Glrx3	ENSMUSG00000031068	Glrx3
ENSRNOG00000016227	ENSRNOT00000083316	Glrx3	ENSMUSG00000031068	Glrx3
ENSRNOG00000059946	ENSRNOT00000088106	7SK	ENSMUSG00000084622	Gm25545
ENSRNOG00000020777	ENSRNOT00000087931	Zfp382	ENSMUSG00000074220	Zfp382
ENSRNOG00000020777	ENSRNOT00000028187	Zfp382	ENSMUSG00000074220	Zfp382
ENSRNOG00000020777	ENSRNOT00000080555	Zfp382	ENSMUSG00000074220	Zfp382
ENSRNOG00000004183	ENSRNOT00000005740	Ccdc59	ENSMUSG00000019897	Ccdc59
ENSRNOG00000049846	ENSRNOT00000073580	Mir344g	ENSMUSG00000094304	Gm24923
ENSRNOG00000026582	ENSRNOT00000036473	RGD1310212	ENSMUSG00000023350	4921501E09Rik
ENSRNOG00000056841	ENSRNOT00000081381	7SK	ENSMUSG00000088403	Gm25888
ENSRNOG00000057382	ENSRNOT00000086227	U1	ENSMUSG00000088549	Gm24959
ENSRNOG00000018118	ENSRNOT00000045053	Atad3a	ENSMUSG00000029036	Atad3a
ENSRNOG00000051737	ENSRNOT00000091111	U2	ENSMUSG00000077794	Gm25560
ENSRNOG00000002906	ENSRNOT00000003934	Nr1i2	ENSMUSG00000022809	Nr1i2
ENSRNOG00000043596	ENSRNOT00000068863	AABR07054451.1	ENSMUSG00000077990	Gm23134
ENSRNOG00000055001	ENSRNOT00000089120	SNORA3	ENSMUSG00000065016	Snora3
ENSRNOG00000055001	ENSRNOT00000089120	SNORA3	ENSMUSG00000065817	Gm24698
ENSRNOG00000052201	ENSRNOT00000087193	SNORA11	ENSMUSG00000080622	Gm22676
ENSRNOG00000046546	ENSRNOT00000019751	LOC103689954	ENSMUSG00000048120	Entpd1
ENSRNOG00000052788	ENSRNOT00000079768	SNORA36	ENSMUSG00000065692	Gm25410
ENSRNOG00000023968	ENSRNOT00000032922	Fancf	ENSMUSG00000092118	Fancf
ENSRNOG00000016249	ENSRNOT00000065983	Cep85	ENSMUSG00000037443	Cep85
ENSRNOG00000016249	ENSRNOT00000078063	Cep85	ENSMUSG00000037443	Cep85
ENSRNOG00000057232	ENSRNOT00000088949	SNORA17	ENSMUSG00000077442	Gm23132
ENSRNOG00000013653	ENSRNOT00000018899	Pdlim7	ENSMUSG00000021493	Pdlim7
ENSRNOG00000059092	ENSRNOT00000087952	Olr154	ENSMUSG00000073926	Olfr653
ENSRNOG00000006513	ENSRNOT00000008507	Borcs6	ENSMUSG00000045176	Borcs6
ENSRNOG00000020753	ENSRNOT00000028173	Bnip1	ENSMUSG00000024191	Bnip1
ENSRNOG00000045014	ENSRNOT00000070281	5S_rRNA	ENSMUSG00000088580	Gm22968
ENSRNOG00000010121	ENSRNOT00000013694	Lef1	ENSMUSG00000027985	Lef1
ENSRNOG00000024947	ENSRNOT00000029871	Fabp2	ENSMUSG00000023057	Fabp2
ENSRNOG00000008759	ENSRNOT00000011694	Csf3r	ENSMUSG00000028859	Csf3r
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093958	Gm24495
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095357	Gm23286
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093994	Gm26498
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095628	Gm24585
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096324	Gm26336
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094550	Gm22393
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094610	Gm23076
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000075726	Gm23254
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095402	Gm25585
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094034	Gm24653
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096328	Gm26337
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094636	Gm24219
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094283	Gm26434
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096447	Gm24206
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094631	Gm24220
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094567	Gm25230
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094765	Gm25523
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096048	Gm22510
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094883	Gm25121
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094912	Gm26392
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094364	Gm26059
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095885	Gm26432
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095310	Gm25463
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094476	Gm25934
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094888	Gm25120
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096605	Gm26200
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094038	Gm24657
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094032	Gm24654
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095372	Gm22111
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095587	Gm22629
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096291	Gm23933
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095220	Gm23560
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095491	Gm24088
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094438	Gm23618
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094903	Gm23575
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096090	Gm26334
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096811	Gm25088
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096185	Gm23305
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095739	Gm25314
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094723	Gm23356
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095714	Gm26467
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096281	Gm22255
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096430	Gm22130
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094458	Gm22627
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094548	Gm25221
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095009	Gm25175
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094604	Gm25874
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094037	Gm24652
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094129	Gm23944
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095342	Gm26096
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096648	Gm24027
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094753	Gm25017
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094667	Gm24872
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096046	Gm24969
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094522	Gm22912
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096387	Gm26488
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095091	Gm23660
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093830	Gm23145
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094095	Gm25648
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096287	Gm22252
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095501	Gm22449
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096067	Gm23682
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096565	Gm24100
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095660	Gm22274
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096821	Gm24570
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093943	Gm22834
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096359	Gm25710
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096136	Gm25146
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094508	Gm26230
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095911	Gm24528
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096041	Gm22511
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094587	Gm26366
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094919	Gm26389
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094099	Gm25823
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096392	Gm23688
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094554	Gm22391
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094465	Gm24306
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095511	Gm24137
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095713	Gm26466
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094148	Gm24952
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096496	Gm25646
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093854	Gm24310
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095764	Gm25840
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094308	Gm24926
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094538	Gm25741
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094998	Gm22050
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094048	Gm26284
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093981	Gm24862
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095182	Gm26374
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096683	Gm25988
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095428	Gm24418
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095945	Gm25194
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095924	Gm24040
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094513	Gm24566
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094917	Gm26390
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096390	Gm23687
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095997	Gm24702
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095828	Gm25449
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093860	Gm22632
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094442	Gm25452
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000077645	Gm24983
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094213	Gm23449
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094922	Gm24759
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096454	Gm23310
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095425	Gm24417
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096028	Gm25984
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094049	Gm26283
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095314	Gm25462
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093824	Gm24799
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096306	Gm25209
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094093	Gm25647
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095418	Gm23922
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096799	Gm22996
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094524	Gm22909
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000064377	Gm24966
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094068	Gm25156
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096161	Gm24639
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095031	Gm22348
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096812	Gm25087
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096595	Gm25742
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094059	Gm23471
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096814	Gm25085
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094565	Gm25229
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000075968	Gm25089
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095476	Gm25077
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094609	Gm25870
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096285	Gm22253
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093997	Gm26499
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000096913	Gm24866
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094625	Gm22524
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000093870	Gm25461
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095021	Gm24021
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095671	Gm25098
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000094847	Gm22640
ENSRNOG00000060933	ENSRNOT00000077622	SNORD115	ENSMUSG00000095581	Gm22630
ENSRNOG00000033805	ENSRNOT00000038353	Klk15	ENSMUSG00000055193	Klk15
ENSRNOG00000049437	ENSRNOT00000074395	Gpc1	ENSMUSG00000034220	Gpc1
ENSRNOG00000049237	ENSRNOT00000074142	LOC102553138	ENSMUSG00000047415	Gpr68
ENSRNOG00000053254	ENSRNOT00000086636	7SK	ENSMUSG00000088165	Gm23533
ENSRNOG00000018895	ENSRNOT00000025564	Mchr1	ENSMUSG00000050164	Mchr1
ENSRNOG00000057407	ENSRNOT00000085348	AABR07040480.1	ENSMUSG00000048686	Hmgb4
ENSRNOG00000008533	ENSRNOT00000011898	Ago2	ENSMUSG00000036698	Ago2
ENSRNOG00000022054	ENSRNOT00000022713	Paqr7	ENSMUSG00000037348	Paqr7
ENSRNOG00000004682	ENSRNOT00000065899	Parpbp	ENSMUSG00000035365	Parpbp
ENSRNOG00000004682	ENSRNOT00000006249	Parpbp	ENSMUSG00000035365	Parpbp
ENSRNOG00000042660	ENSRNOT00000040498	LOC685081	ENSMUSG00000074028	Slc22a13
ENSRNOG00000042660	ENSRNOT00000040498	LOC685081	ENSMUSG00000092212	Slc22a13b-ps
ENSRNOG00000015615	ENSRNOT00000021129	Tnfrsf11a	ENSMUSG00000026321	Tnfrsf11a
ENSRNOG00000029360	ENSRNOT00000001066	Serinc1	ENSMUSG00000019877	Serinc1
ENSRNOG00000018611	ENSRNOT00000025220	Tpsb2	ENSMUSG00000033825	Tpsb2
ENSRNOG00000015229	ENSRNOT00000020509	Zc3h4	ENSMUSG00000059273	Zc3h4
ENSRNOG00000024536	ENSRNOT00000034069	Ccbe1	ENSMUSG00000046318	Ccbe1
ENSRNOG00000024536	ENSRNOT00000034075	Ccbe1	ENSMUSG00000046318	Ccbe1
ENSRNOG00000025554	ENSRNOT00000034690	Zfp445	ENSMUSG00000047036	Zfp445
ENSRNOG00000021042	ENSRNOT00000028589	Psmd4	ENSMUSG00000005625	Psmd4
ENSRNOG00000059486	ENSRNOT00000088858	SNORA2	ENSMUSG00000065336	Snora34
ENSRNOG00000022964	ENSRNOT00000038454	Rnf222	ENSMUSG00000046490	Rnf222
ENSRNOG00000053205	ENSRNOT00000086946	Gabpa	ENSMUSG00000008976	Gabpa
ENSRNOG00000017558	ENSRNOT00000023611	Tubb2a	ENSMUSG00000058672	Tubb2a
ENSRNOG00000017558	ENSRNOT00000086264	Tubb2a	ENSMUSG00000058672	Tubb2a
ENSRNOG00000020596	ENSRNOT00000027960	Atp5sl	ENSMUSG00000057229	Atp5sl
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000063903	Klk1
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000053719	Klk1b26
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000066515	Klk1b3
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000063089	Klk1b8
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000066513	Klk1b4
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000044485	Klk1b11
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000063177	Klk1b27
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000059042	Klk1b9
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000060177	Klk1b22
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000063713	Klk1b24
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000063133	Klk1b1
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000038968	Klk1b16
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000066512	Klk1b5
ENSRNOG00000049279	ENSRNOT00000071721	Klk1c8	ENSMUSG00000066516	Klk1b21
ENSRNOG00000002073	ENSRNOT00000061538	Brdt	ENSMUSG00000029279	Brdt
ENSRNOG00000002073	ENSRNOT00000080901	Brdt	ENSMUSG00000029279	Brdt
ENSRNOG00000058308	ENSRNOT00000086961	Asic2	ENSMUSG00000020704	Asic2
ENSRNOG00000015910	ENSRNOT00000085386	Lmntd1	ENSMUSG00000054966	Lmntd1
ENSRNOG00000015910	ENSRNOT00000021306	Lmntd1	ENSMUSG00000054966	Lmntd1
ENSRNOG00000010134	ENSRNOT00000013515	Acot2	ENSMUSG00000021226	Acot2
ENSRNOG00000010134	ENSRNOT00000013515	Acot2	ENSMUSG00000072949	Acot1
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000095571	Ighv5-17
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000094951	Ighv5-6
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000095210	Ighv5-9-1
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000095429	Ighv5-12
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000095285	Ighv5-9
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000094194	Ighv5-16
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000094134	Ighv5-15
ENSRNOG00000050118	ENSRNOT00000072238	AABR07065750.2	ENSMUSG00000095612	Ighv5-4
ENSRNOG00000014775	ENSRNOT00000041125	Nol4	ENSMUSG00000041923	Nol4
ENSRNOG00000029470	ENSRNOT00000049468	LOC685619	ENSMUSG00000042854	Trp53rkb
ENSRNOG00000029470	ENSRNOT00000049468	LOC685619	ENSMUSG00000039725	Trp53rka
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000058807	Olfr331
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000057654	Olfr328
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000064252	Olfr329-ps
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000059279	Olfr224
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000050818	Olfr330
ENSRNOG00000050694	ENSRNOT00000051126	Olr1421	ENSMUSG00000060765	Olfr325
ENSRNOG00000054240	ENSRNOT00000077904	7SK	ENSMUSG00000088709	Gm25557
ENSRNOG00000001270	ENSRNOT00000001712	Hvcn1	ENSMUSG00000064267	Hvcn1
ENSRNOG00000012301	ENSRNOT00000016433	Cfap161	ENSMUSG00000011154	Cfap161
ENSRNOG00000061255	ENSRNOT00000090995	U6	ENSMUSG00000064793	Gm24356
ENSRNOG00000052840	ENSRNOT00000077280	Tanc2	ENSMUSG00000053580	Tanc2
ENSRNOG00000052840	ENSRNOT00000081937	Tanc2	ENSMUSG00000053580	Tanc2
ENSRNOG00000037155	ENSRNOT00000045305	Vom2r51	ENSMUSG00000091620	Vmn2r23
ENSRNOG00000000401	ENSRNOT00000000451	Gprc6a	ENSMUSG00000019905	Gprc6a
ENSRNOG00000007203	ENSRNOT00000009649	Psmc6	ENSMUSG00000021832	Psmc6
ENSRNOG00000023496	ENSRNOT00000031488	Fam189a1	ENSMUSG00000030518	Fam189a1
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000063903	Klk1
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000053719	Klk1b26
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000066515	Klk1b3
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000063089	Klk1b8
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000066513	Klk1b4
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000044485	Klk1b11
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000063177	Klk1b27
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000059042	Klk1b9
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000060177	Klk1b22
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000063713	Klk1b24
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000063133	Klk1b1
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000038968	Klk1b16
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000066512	Klk1b5
ENSRNOG00000048901	ENSRNOT00000072124	LOC103690048	ENSMUSG00000066516	Klk1b21
ENSRNOG00000009284	ENSRNOT00000009940	Foxa1	ENSMUSG00000035451	Foxa1
ENSRNOG00000010597	ENSRNOT00000014548	Slc5a7	ENSMUSG00000023945	Slc5a7
ENSRNOG00000010597	ENSRNOT00000078055	Slc5a7	ENSMUSG00000023945	Slc5a7
ENSRNOG00000016374	ENSRNOT00000068183	Fgfr2	ENSMUSG00000030849	Fgfr2
ENSRNOG00000016374	ENSRNOT00000022253	Fgfr2	ENSMUSG00000030849	Fgfr2
ENSRNOG00000016374	ENSRNOT00000065448	Fgfr2	ENSMUSG00000030849	Fgfr2
ENSRNOG00000016374	ENSRNOT00000022331	Fgfr2	ENSMUSG00000030849	Fgfr2
ENSRNOG00000060347	ENSRNOT00000088841	U1	ENSMUSG00000065014	Gm23509
ENSRNOG00000018724	ENSRNOT00000025273	Zfp474	ENSMUSG00000024532	1700034E13Rik
ENSRNOG00000018724	ENSRNOT00000091536	Zfp474	ENSMUSG00000024532	1700034E13Rik
ENSRNOG00000018724	ENSRNOT00000025270	Zfp474	ENSMUSG00000024532	1700034E13Rik
ENSRNOG00000055825	ENSRNOT00000083885	Metazoa_SRP	ENSMUSG00000092702	Gm24514
ENSRNOG00000009430	ENSRNOT00000012702	Gnl2	ENSMUSG00000028869	Gnl2
ENSRNOG00000049332	ENSRNOT00000072248	Olr483	ENSMUSG00000075199	Olfr52
ENSRNOG00000058478	ENSRNOT00000079746	Mapk8ip1	ENSMUSG00000027223	Mapk8ip1
ENSRNOG00000028403	ENSRNOT00000034992	Ptcd2	ENSMUSG00000021650	Ptcd2
ENSRNOG00000055640	ENSRNOT00000085658	SNORD65	ENSMUSG00000077457	Snord65
ENSRNOG00000021176	ENSRNOT00000056262	Mtmr11	ENSMUSG00000045934	Mtmr11
ENSRNOG00000003551	ENSRNOT00000004735	B4galt3	ENSMUSG00000052423	B4galt3
ENSRNOG00000049819	ENSRNOT00000071944	Dnajc19	ENSMUSG00000027679	Dnajc19
ENSRNOG00000054746	ENSRNOT00000077456	SNORA49	ENSMUSG00000077254	Gm26079
ENSRNOG00000012584	ENSRNOT00000016783	Aamdc	ENSMUSG00000035642	Aamdc
ENSRNOG00000026964	ENSRNOT00000029999	Gas8	ENSMUSG00000040220	Gas8
ENSRNOG00000002389	ENSRNOT00000003247	Morf4l2	ENSMUSG00000031422	Morf4l2
ENSRNOG00000049689	ENSRNOT00000074543	Smim18	ENSMUSG00000094500	Smim18
ENSRNOG00000031146	ENSRNOT00000084398	Slco6d1	ENSMUSG00000026336	Slco6d1
ENSRNOG00000031146	ENSRNOT00000065171	Slco6d1	ENSMUSG00000026336	Slco6d1
ENSRNOG00000055342	ENSRNOT00000084106	U7	ENSMUSG00000088407	Gm25884
ENSRNOG00000018881	ENSRNOT00000025767	Rnasek	ENSMUSG00000093989	Rnasek
ENSRNOG00000018881	ENSRNOT00000025767	Rnasek	ENSMUSG00000040904	Gm21988
ENSRNOG00000060271	ENSRNOT00000078636	LOC108348087	ENSMUSG00000062165	Vmn1r232
ENSRNOG00000026211	ENSRNOT00000003762	Mri1	ENSMUSG00000004996	Mri1
