Mouse.Ensembl.Gene.ID	Human.Ensembl.Gene.ID	Gencode19	Human_Symbol	Mouse_Symbol
ENSMUSG00000068732	ENSG00000215717	ENSG00000215717.5	TMEM167B	Tmem167b
ENSMUSG00000068735	ENSG00000175274	ENSG00000175274.14	TP53I11	Trp53i11
ENSMUSG00000068739	ENSG00000031698	ENSG00000031698.8	SARS	Sars
ENSMUSG00000068740	ENSG00000143126	ENSG00000143126.7	CELSR2	Celsr2
ENSMUSG00000068742	ENSG00000121671	ENSG00000121671.7	CRY2	Cry2
ENSMUSG00000068744	ENSG00000134222	ENSG00000134222.12	PSRC1	Psrc1
ENSMUSG00000068745	ENSG00000221986	ENSG00000221986.2	MYBPHL	Mybphl
ENSMUSG00000068747	ENSG00000134243	ENSG00000134243.7	SORT1	Sort1
ENSMUSG00000068748	ENSG00000106278	ENSG00000106278.7	PTPRZ1	Ptprz1
ENSMUSG00000068749	ENSG00000143106	ENSG00000143106.8	PSMA5	Psma5
ENSMUSG00000068758	ENSG00000185291	ENSG00000185291.6	IL3RA	Il3ra
ENSMUSG00000068762	ENSG00000134201	ENSG00000134201.6	GSTM5	Gstm6
ENSMUSG00000068762	ENSG00000134184	ENSG00000134184.8	GSTM1	Gstm6
ENSMUSG00000068762	ENSG00000213366	ENSG00000213366.8	GSTM2	Gstm6
ENSMUSG00000068762	ENSG00000168765	ENSG00000168765.11	GSTM4	Gstm6
ENSMUSG00000068794	ENSG00000215018	ENSG00000215018.5	COL28A1	Col28a1
ENSMUSG00000068798	ENSG00000116473	ENSG00000116473.10	RAP1A	Rap1a
ENSMUSG00000068806	ENSG00000221954	ENSG00000221954.2	OR4C12	Olfr1259
ENSMUSG00000068808	ENSG00000181903	ENSG00000181903.3	OR4C6	Olfr1189
ENSMUSG00000068815	ENSG00000187612	ENSG00000187612.1	OR5W2	Olfr1143
ENSMUSG00000068816	ENSG00000167825	ENSG00000167825.3	OR5I1	Olfr152
ENSMUSG00000068817	ENSG00000187612	ENSG00000187612.1	OR5W2	Olfr1140
ENSMUSG00000068818	ENSG00000187612	ENSG00000187612.1	OR5W2	Olfr1132
ENSMUSG00000068819	ENSG00000187612	ENSG00000187612.1	OR5W2	Olfr1131
ENSMUSG00000068823	ENSG00000009307	ENSG00000009307.11	CSDE1	Csde1
ENSMUSG00000068854	ENSG00000124635	ENSG00000124635.7	HIST1H2BJ	Hist2h2be
ENSMUSG00000068855	ENSG00000184260	ENSG00000184260.4	HIST2H2AC	Hist2h2ac
ENSMUSG00000068856	ENSG00000143368	ENSG00000143368.9	SF3B4	Sf3b4
ENSMUSG00000068859	ENSG00000217236	ENSG00000217236.1	SP9	Sp9
ENSMUSG00000068860	ENSG00000143443	ENSG00000143443.9	C1orf56	Gm128
ENSMUSG00000068874	ENSG00000143416	ENSG00000143416.16	SELENBP1	Selenbp1
ENSMUSG00000068876	ENSG00000143375	ENSG00000143375.10	CGN	Cgn
ENSMUSG00000068877	ENSG00000143416	ENSG00000143416.16	SELENBP1	Selenbp2
ENSMUSG00000068879	ENSG00000121067	ENSG00000121067.13	SPOP	Gm5773
ENSMUSG00000068882	ENSG00000138385	ENSG00000138385.11	SSB	Ssb
ENSMUSG00000068917	ENSG00000176444	ENSG00000176444.14	CLK2	Clk2
ENSMUSG00000068921	ENSG00000132676	ENSG00000132676.11	DAP3	Dap3
ENSMUSG00000068922	ENSG00000125459	ENSG00000125459.10	MSTO1	Msto1
ENSMUSG00000068923	ENSG00000132718	ENSG00000132718.7	SYT11	Syt11
ENSMUSG00000068940	ENSG00000213231	ENSG00000213231.8	TCL1B	Tcl1b3
ENSMUSG00000068947	ENSG00000173679	ENSG00000173679.2	OR1L1	Olfr366
ENSMUSG00000068959	ENSG00000267041	ENSG00000267041.1	ZNF850	Zfp619
ENSMUSG00000068962	ENSG00000159917	ENSG00000159917.10	ZNF235	Zfp114
ENSMUSG00000068966	ENSG00000177125	ENSG00000177125.5	ZBTB34	Zbtb34
ENSMUSG00000069020	ENSG00000167118	ENSG00000167118.6	URM1	Urm1
ENSMUSG00000069041	ENSG00000151475	ENSG00000151475.4	SLC25A31	Slc25a31
ENSMUSG00000069044	ENSG00000114374	ENSG00000114374.8	USP9Y	Usp9y
ENSMUSG00000069045	ENSG00000067048	ENSG00000067048.12	DDX3Y	Ddx3y
ENSMUSG00000069072	ENSG00000013293	ENSG00000013293.5	SLC7A14	Slc7a14
ENSMUSG00000069085	ENSG00000232125	ENSG00000232125.2	DYTN	Dytn
ENSMUSG00000069089	ENSG00000134058	ENSG00000134058.6	CDK7	Cdk7
ENSMUSG00000069094	ENSG00000205268	ENSG00000205268.6	PDE7A	Pde7a
ENSMUSG00000069114	ENSG00000205189	ENSG00000205189.7	ZBTB10	Zbtb10
ENSMUSG00000069117	ENSG00000231500	ENSG00000231500.2	RPS18	Gm10260
ENSMUSG00000069132	ENSG00000144227	ENSG00000144227.4	NXPH2	Nxph2
ENSMUSG00000069135	ENSG00000213066	ENSG00000213066.7	FGFR1OP	Fgfr1op
ENSMUSG00000069170	ENSG00000164199	ENSG00000164199.11	GPR98	Gpr98
ENSMUSG00000069171	ENSG00000175745	ENSG00000175745.7	NR2F1	Nr2f1
ENSMUSG00000069184	ENSG00000181450	ENSG00000181450.13	ZNF678	Zfp72
ENSMUSG00000069189	ENSG00000206077	ENSG00000206077.6	ZDHHC11B	Zdhhc11
ENSMUSG00000069189	ENSG00000188818	ENSG00000188818.8	ZDHHC11	Zdhhc11
ENSMUSG00000069206	ENSG00000196172	ENSG00000196172.8	ZNF681	Zfp874a
ENSMUSG00000069227	ENSG00000169258	ENSG00000169258.6	GPRIN1	Gprin1
ENSMUSG00000069237	ENSG00000137414	ENSG00000137414.5	FAM8A1	C78339
ENSMUSG00000069248	ENSG00000124570	ENSG00000124570.13	SERPINB6	Serpinb6e
ENSMUSG00000069255	ENSG00000112679	ENSG00000112679.10	DUSP22	Dusp22
ENSMUSG00000069258	ENSG00000172179	ENSG00000172179.7	PRL	Prl2b1
ENSMUSG00000069259	ENSG00000172179	ENSG00000172179.7	PRL	Prl6a1
ENSMUSG00000069265	ENSG00000196966	ENSG00000196966.3	HIST1H3E	Hist1h3a
ENSMUSG00000069266	ENSG00000198518	ENSG00000198518.5	HIST1H4E	Hist1h4b
ENSMUSG00000069268	ENSG00000168242	ENSG00000168242.3	HIST1H2BI	Hist1h2bf
ENSMUSG00000069272	ENSG00000137259	ENSG00000137259.2	HIST1H2AB	Hist1h2ae
ENSMUSG00000069272	ENSG00000168274	ENSG00000168274.3	HIST1H2AE	Hist1h2ae
ENSMUSG00000069274	ENSG00000158406	ENSG00000158406.2	HIST1H4H	Hist1h4f
ENSMUSG00000069276	ENSG00000198692	ENSG00000198692.5	EIF1AY	Gm10264
ENSMUSG00000069300	ENSG00000187990	ENSG00000187990.4	HIST1H2BG	Hist1h2bj
ENSMUSG00000069301	ENSG00000184825	ENSG00000184825.4	HIST1H2AH	Hist1h2ag
ENSMUSG00000069302	ENSG00000184348	ENSG00000184348.2	HIST1H2AK	Hist1h2ah
ENSMUSG00000069303	ENSG00000187990	ENSG00000187990.4	HIST1H2BG	Hist1h2br
ENSMUSG00000069305	ENSG00000198339	ENSG00000198339.3	HIST1H4I	Hist1h4n
ENSMUSG00000069306	ENSG00000197914	ENSG00000197914.2	HIST1H4K	Hist1h4m
ENSMUSG00000069307	ENSG00000187990	ENSG00000187990.4	HIST1H2BG	Hist1h2bq
ENSMUSG00000069308	ENSG00000187990	ENSG00000187990.4	HIST1H2BG	Hist1h2bp
ENSMUSG00000069309	ENSG00000196747	ENSG00000196747.3	HIST1H2AI	Hist1h2an
ENSMUSG00000069310	ENSG00000203852	ENSG00000203852.3	HIST2H3A	Hist1h3c
ENSMUSG00000069312	ENSG00000256316	ENSG00000256316.1	HIST1H3F	Hist1h3h
ENSMUSG00000069324	ENSG00000145692	ENSG00000145692.10	BHMT	Gm5096
ENSMUSG00000069372	ENSG00000205279	ENSG00000205279.4	CTXN3	Ctxn3
ENSMUSG00000069378	ENSG00000061455	ENSG00000061455.10	PRDM6	Prdm6
ENSMUSG00000069379	ENSG00000108294	ENSG00000108294.4	PSMB3	Gm4950
ENSMUSG00000069441	ENSG00000134760	ENSG00000134760.5	DSG1	Dsg1a
ENSMUSG00000069456	ENSG00000139547	ENSG00000139547.6	RDH16	Rdh16
ENSMUSG00000069476	ENSG00000186448	ENSG00000186448.10	ZNF197	Zfp616
ENSMUSG00000069495	ENSG00000135999	ENSG00000135999.7	EPC2	Epc2
ENSMUSG00000069515	ENSG00000090382	ENSG00000090382.2	LYZ	Lyz1
ENSMUSG00000069516	ENSG00000090382	ENSG00000090382.2	LYZ	Lyz2
ENSMUSG00000069520	ENSG00000139291	ENSG00000139291.9	TMEM19	Tmem19
ENSMUSG00000069539	ENSG00000136021	ENSG00000136021.13	SCYL2	Scyl2
ENSMUSG00000069565	ENSG00000071626	ENSG00000071626.12	DAZAP1	Dazap1
ENSMUSG00000069581	ENSG00000175894	ENSG00000175894.10	TSPEAR	Tspear
ENSMUSG00000069583	ENSG00000205439	ENSG00000205439.8	KRTAP12-3	Krtap12-1
ENSMUSG00000069584	ENSG00000205439	ENSG00000205439.8	KRTAP12-3	Gm10272
ENSMUSG00000069601	ENSG00000151150	ENSG00000151150.16	ANK3	Ank3
ENSMUSG00000069607	ENSG00000186074	ENSG00000186074.14	CD300LF	Cd300lh
ENSMUSG00000069607	ENSG00000204345	ENSG00000204345.1	CD300LD	Cd300lh
ENSMUSG00000069609	ENSG00000186074	ENSG00000186074.14	CD300LF	Gm11710
ENSMUSG00000069609	ENSG00000204345	ENSG00000204345.1	CD300LD	Gm11710
ENSMUSG00000069620	ENSG00000203909	ENSG00000203909.3	DPPA5	Gm5250
ENSMUSG00000069622	ENSG00000138297	ENSG00000138297.9	TIMM23	Gm10273
ENSMUSG00000069622	ENSG00000204152	ENSG00000204152.6	TIMM23B	Gm10273
ENSMUSG00000069631	ENSG00000266173	ENSG00000266173.1	STRADA	Strada
ENSMUSG00000069633	ENSG00000104883	ENSG00000104883.3	PEX11G	Pex11g
ENSMUSG00000069662	ENSG00000155130	ENSG00000155130.5	MARCKS	Marcks
ENSMUSG00000069671	ENSG00000188580	ENSG00000188580.9	NKAIN2	Nkain2
ENSMUSG00000069678	ENSG00000115289	ENSG00000115289.8	PCGF1	Pcgf1
ENSMUSG00000069706	ENSG00000135569	ENSG00000135569.3	TAAR5	Taar5
ENSMUSG00000069717	ENSG00000240542	ENSG00000240542.2	KRTAP9-1	Gm11568
ENSMUSG00000069717	ENSG00000187272	ENSG00000187272.4	KRTAP9-8	Gm11568
ENSMUSG00000069717	ENSG00000241595	ENSG00000241595.1	KRTAP9-4	Gm11568
ENSMUSG00000069717	ENSG00000180386	ENSG00000180386.7	KRTAP9-7	Gm11568
ENSMUSG00000069717	ENSG00000212659	ENSG00000212659.1	KRTAP9-6	Gm11568
ENSMUSG00000069717	ENSG00000198083	ENSG00000198083.7	KRTAP9-9	Gm11568
ENSMUSG00000069717	ENSG00000239886	ENSG00000239886.2	KRTAP9-2	Gm11568
ENSMUSG00000069717	ENSG00000204873	ENSG00000204873.3	KRTAP9-3	Gm11568
ENSMUSG00000069718	ENSG00000212722	ENSG00000212722.6	KRTAP4-9	Gm11563
ENSMUSG00000069718	ENSG00000212721	ENSG00000212721.2	KRTAP4-11	Gm11563
ENSMUSG00000069718	ENSG00000240871	ENSG00000240871.3	KRTAP4-7	Gm11563
ENSMUSG00000069718	ENSG00000198090	ENSG00000198090.3	KRTAP4-6	Gm11563
ENSMUSG00000069718	ENSG00000198271	ENSG00000198271.3	KRTAP4-5	Gm11563
ENSMUSG00000069718	ENSG00000213416	ENSG00000213416.3	KRTAP4-12	Gm11563
ENSMUSG00000069718	ENSG00000241241	ENSG00000241241.1	KRTAP4-16P	Gm11563
ENSMUSG00000069718	ENSG00000204880	ENSG00000204880.6	KRTAP4-8	Gm11563
ENSMUSG00000069721	ENSG00000212899	ENSG00000212899.1	KRTAP3-3	Krtap3-2
ENSMUSG00000069721	ENSG00000212900	ENSG00000212900.1	KRTAP3-2	Krtap3-2
ENSMUSG00000069722	ENSG00000212900	ENSG00000212900.1	KRTAP3-2	Krtap3-3
ENSMUSG00000069722	ENSG00000212899	ENSG00000212899.1	KRTAP3-3	Krtap3-3
ENSMUSG00000069729	ENSG00000049618	ENSG00000049618.17	ARID1B	Arid1b
ENSMUSG00000069733	ENSG00000177414	ENSG00000177414.9	UBE2U	Ube2u
ENSMUSG00000069744	ENSG00000108294	ENSG00000108294.4	PSMB3	Psmb3
ENSMUSG00000069763	ENSG00000166292	ENSG00000166292.7	TMEM100	Tmem100
ENSMUSG00000069769	ENSG00000153944	ENSG00000153944.6	MSI2	Msi2
ENSMUSG00000069793	ENSG00000172716	ENSG00000172716.12	SLFN11	Slfn9
ENSMUSG00000069793	ENSG00000154760	ENSG00000154760.9	SLFN13	Slfn9
ENSMUSG00000069805	ENSG00000165140	ENSG00000165140.5	FBP1	Fbp1
ENSMUSG00000069806	ENSG00000105605	ENSG00000105605.3	CACNG7	Cacng7
ENSMUSG00000069808	ENSG00000167695	ENSG00000167695.10	FAM57A	Fam57a
ENSMUSG00000069816	ENSG00000180016	ENSG00000180016.2	OR1E1	Olfr23
ENSMUSG00000069816	ENSG00000127780	ENSG00000127780.3	OR1E2	Olfr23
ENSMUSG00000069818	ENSG00000180016	ENSG00000180016.2	OR1E1	Olfr390
ENSMUSG00000069818	ENSG00000127780	ENSG00000127780.3	OR1E2	Olfr390
ENSMUSG00000069823	ENSG00000180016	ENSG00000180016.2	OR1E1	Olfr1
ENSMUSG00000069823	ENSG00000127780	ENSG00000127780.3	OR1E2	Olfr1
ENSMUSG00000069825	ENSG00000141255	ENSG00000141255.8	SPATA22	Spata22
ENSMUSG00000069830	ENSG00000091592	ENSG00000091592.11	NLRP1	Nlrp1a
ENSMUSG00000069833	ENSG00000124942	ENSG00000124942.9	AHNAK	Ahnak
ENSMUSG00000069835	ENSG00000141504	ENSG00000141504.7	SAT2	Sat2
ENSMUSG00000069844	ENSG00000133028	ENSG00000133028.6	SCO1	Sco1
ENSMUSG00000069855	ENSG00000180638	ENSG00000180638.13	SLC47A2	Slc47a2
ENSMUSG00000069867	ENSG00000205022	ENSG00000205022.5	PABPN1L	Pabpn1l
ENSMUSG00000069874	ENSG00000237693	ENSG00000237693.4	IRGM	Irgm2
ENSMUSG00000069895	ENSG00000224470	ENSG00000224470.3	ATXN1L	Atxn1l
ENSMUSG00000069899	ENSG00000198818	ENSG00000198818.5	SFT2D1	Gm12166
ENSMUSG00000069910	ENSG00000040275	ENSG00000040275.12	SPDL1	Spdl1
ENSMUSG00000069911	ENSG00000204767	ENSG00000204767.3	FAM196B	Fam196b
ENSMUSG00000069917	ENSG00000188536	ENSG00000188536.8	HBA2	Hba-a2
ENSMUSG00000069917	ENSG00000206172	ENSG00000206172.4	HBA1	Hba-a2
ENSMUSG00000069919	ENSG00000206172	ENSG00000206172.4	HBA1	Hba-a1
ENSMUSG00000069919	ENSG00000188536	ENSG00000188536.8	HBA2	Hba-a1
ENSMUSG00000069920	ENSG00000237172	ENSG00000237172.3	B3GNT9	B3gnt9
ENSMUSG00000069922	ENSG00000172828	ENSG00000172828.8	CES3	Ces3a
ENSMUSG00000069962	ENSG00000108294	ENSG00000108294.4	PSMB3	Gm5356
ENSMUSG00000069971	ENSG00000166152	ENSG00000166152.3	C16orf78	4933402J07Rik
ENSMUSG00000070000	ENSG00000130475	ENSG00000130475.10	FCHO1	Fcho1
ENSMUSG00000070002	ENSG00000105656	ENSG00000105656.8	ELL	Ell
ENSMUSG00000070003	ENSG00000130511	ENSG00000130511.11	SSBP4	Ssbp4
ENSMUSG00000070031	ENSG00000079263	ENSG00000079263.14	SP140	Sp140
ENSMUSG00000070034	ENSG00000135899	ENSG00000135899.12	SP110	Sp110
ENSMUSG00000070044	ENSG00000109794	ENSG00000109794.9	FAM149A	Fam149a
ENSMUSG00000070047	ENSG00000083857	ENSG00000083857.9	FAT1	Fat1
ENSMUSG00000070056	ENSG00000147324	ENSG00000147324.6	MFHAS1	Mfhas1
ENSMUSG00000070280	ENSG00000144671	ENSG00000144671.6	SLC22A14	Slc22a14
ENSMUSG00000070283	ENSG00000178057	ENSG00000178057.10	NDUFAF3	Ndufaf3
ENSMUSG00000070284	ENSG00000173540	ENSG00000173540.8	GMPPB	Gmppb
ENSMUSG00000070287	ENSG00000168917	ENSG00000168917.8	SLC35G2	Slc35g2
ENSMUSG00000070291	ENSG00000080007	ENSG00000080007.6	DDX43	Ddx43
ENSMUSG00000070304	ENSG00000149575	ENSG00000149575.5	SCN2B	Scn2b
ENSMUSG00000070305	ENSG00000160588	ENSG00000160588.5	MPZL3	Mpzl3
ENSMUSG00000070306	ENSG00000248712	ENSG00000248712.3	CCDC153	Ccdc153
ENSMUSG00000070319	ENSG00000130811	ENSG00000130811.6	EIF3G	Eif3g
ENSMUSG00000070323	ENSG00000137675	ENSG00000137675.4	MMP27	Mmp27
ENSMUSG00000070324	ENSG00000164049	ENSG00000164049.10	FBXW12	Fbxw22
ENSMUSG00000070327	ENSG00000173821	ENSG00000173821.15	RNF213	Rnf213
ENSMUSG00000070330	ENSG00000204278	ENSG00000204278.8	TMEM235	Tmem235
ENSMUSG00000070331	ENSG00000129646	ENSG00000129646.9	QRICH2	Qrich2
ENSMUSG00000070335	ENSG00000212659	ENSG00000212659.1	KRTAP9-6	Krtap9-1
ENSMUSG00000070335	ENSG00000239886	ENSG00000239886.2	KRTAP9-2	Krtap9-1
ENSMUSG00000070335	ENSG00000180386	ENSG00000180386.7	KRTAP9-7	Krtap9-1
ENSMUSG00000070335	ENSG00000241595	ENSG00000241595.1	KRTAP9-4	Krtap9-1
ENSMUSG00000070335	ENSG00000204873	ENSG00000204873.3	KRTAP9-3	Krtap9-1
ENSMUSG00000070335	ENSG00000198083	ENSG00000198083.7	KRTAP9-9	Krtap9-1
ENSMUSG00000070335	ENSG00000240542	ENSG00000240542.2	KRTAP9-1	Krtap9-1
ENSMUSG00000070335	ENSG00000187272	ENSG00000187272.4	KRTAP9-8	Krtap9-1
ENSMUSG00000070336	ENSG00000204952	ENSG00000204952.2	FBXO47	Fbxo47
ENSMUSG00000070337	ENSG00000188888	ENSG00000188888.7	GPR179	Gpr179
ENSMUSG00000070343	ENSG00000142676	ENSG00000142676.8	RPL11	Gm10288
ENSMUSG00000070345	ENSG00000176160	ENSG00000176160.5	HSF5	Hsf5
ENSMUSG00000070348	ENSG00000110092	ENSG00000110092.3	CCND1	Ccnd1
ENSMUSG00000070360	ENSG00000237763	ENSG00000237763.5	AMY1A	Amy2a1
ENSMUSG00000070360	ENSG00000187733	ENSG00000187733.6	AMY1C	Amy2a1
ENSMUSG00000070360	ENSG00000243480	ENSG00000243480.3	AMY2A	Amy2a1
ENSMUSG00000070360	ENSG00000240038	ENSG00000240038.2	AMY2B	Amy2a1
ENSMUSG00000070360	ENSG00000174876	ENSG00000174876.12	AMY1B	Amy2a1
ENSMUSG00000070366	ENSG00000203805	ENSG00000203805.6	PPAPDC1A	Ppapdc1a
ENSMUSG00000070368	ENSG00000143125	ENSG00000143125.5	PROK1	Prok1
ENSMUSG00000070369	ENSG00000156886	ENSG00000156886.11	ITGAD	Itgad
ENSMUSG00000070371	ENSG00000178226	ENSG00000178226.6	PRSS36	Prss36
ENSMUSG00000070372	ENSG00000116489	ENSG00000116489.8	CAPZA1	Capza1
ENSMUSG00000070377	ENSG00000172146	ENSG00000172146.1	OR1A1	Olfr43
ENSMUSG00000070378	ENSG00000172146	ENSG00000172146.1	OR1A1	Olfr403
ENSMUSG00000070379	ENSG00000180090	ENSG00000180090.3	OR3A1	Olfr402
ENSMUSG00000070380	ENSG00000180090	ENSG00000180090.3	OR3A1	Olfr401
ENSMUSG00000070383	ENSG00000127780	ENSG00000127780.3	OR1E2	Olfr389
ENSMUSG00000070383	ENSG00000180016	ENSG00000180016.2	OR1E1	Olfr389
ENSMUSG00000070385	ENSG00000116748	ENSG00000116748.15	AMPD1	Ampd1
ENSMUSG00000070388	ENSG00000177294	ENSG00000177294.6	FBXO39	Fbxo39
ENSMUSG00000070390	ENSG00000091592	ENSG00000091592.11	NLRP1	Nlrp1b
ENSMUSG00000070394	ENSG00000205544	ENSG00000205544.3	TMEM256	Tmem256
ENSMUSG00000070407	ENSG00000125430	ENSG00000125430.4	HS3ST3B1	Hs3st3b1
ENSMUSG00000070407	ENSG00000153976	ENSG00000153976.2	HS3ST3A1	Hs3st3b1
ENSMUSG00000070417	ENSG00000184933	ENSG00000184933.3	OR6A2	Olfr2
ENSMUSG00000070419	ENSG00000106258	ENSG00000106258.9	CYP3A5	Cyp3a57
ENSMUSG00000070419	ENSG00000160870	ENSG00000160870.8	CYP3A7	Cyp3a57
ENSMUSG00000070419	ENSG00000160868	ENSG00000160868.10	CYP3A4	Cyp3a57
ENSMUSG00000070419	ENSG00000021461	ENSG00000021461.12	CYP3A43	Cyp3a57
ENSMUSG00000070420	ENSG00000197037	ENSG00000197037.6	ZSCAN25	Zscan25
ENSMUSG00000070421	ENSG00000181074	ENSG00000181074.3	OR52N4	Olfr658
ENSMUSG00000070423	ENSG00000180785	ENSG00000180785.8	OR51E1	Olfr558
ENSMUSG00000070424	ENSG00000167311	ENSG00000167311.9	ART5	Art5
ENSMUSG00000070426	ENSG00000137522	ENSG00000137522.13	RNF121	Rnf121
ENSMUSG00000070427	ENSG00000137496	ENSG00000137496.13	IL18BP	Il18bp
ENSMUSG00000070436	ENSG00000149257	ENSG00000149257.9	SERPINH1	Serpinh1
ENSMUSG00000070462	ENSG00000140406	ENSG00000140406.2	MESDC1	Mesdc1
ENSMUSG00000070464	ENSG00000006606	ENSG00000006606.4	CCL26	Ccl26
ENSMUSG00000070469	ENSG00000156218	ENSG00000156218.8	ADAMTSL3	Adamtsl3
ENSMUSG00000070471	ENSG00000163645	ENSG00000163645.10	FAM194A	Fam194a
ENSMUSG00000070473	ENSG00000165215	ENSG00000165215.5	CLDN3	Cldn3
ENSMUSG00000070476	ENSG00000196227	ENSG00000196227.6	FAM217B	Fam217b
ENSMUSG00000070493	ENSG00000106153	ENSG00000106153.12	CHCHD2	Chchd2
ENSMUSG00000070495	ENSG00000124092	ENSG00000124092.8	CTCFL	Ctcfl
ENSMUSG00000070498	ENSG00000139364	ENSG00000139364.6	TMEM132B	Tmem132b
ENSMUSG00000070501	ENSG00000163565	ENSG00000163565.14	IFI16	BC094916
ENSMUSG00000070504	ENSG00000181036	ENSG00000181036.9	FCRL6	Fcrl6
ENSMUSG00000070509	ENSG00000182175	ENSG00000182175.9	RGMA	Rgma
ENSMUSG00000070520	ENSG00000185115	ENSG00000185115.4	NDNL2	Ndnl2
ENSMUSG00000070522	ENSG00000241127	ENSG00000241127.3	YAE1D1	Gm6505
ENSMUSG00000070524	ENSG00000162746	ENSG00000162746.10	FCRLB	Fcrlb
ENSMUSG00000070526	ENSG00000165879	ENSG00000165879.7	FRAT1	Peg12
ENSMUSG00000070527	ENSG00000179455	ENSG00000179455.6	MKRN3	Mkrn3
ENSMUSG00000070529	ENSG00000180305	ENSG00000180305.4	WFDC10A	Wfdc10
ENSMUSG00000070531	ENSG00000243543	ENSG00000243543.4	WFDC6	Wfdc6b
ENSMUSG00000070532	ENSG00000185860	ENSG00000185860.9	C1orf110	1700084C01Rik
ENSMUSG00000070533	ENSG00000158901	ENSG00000158901.7	WFDC8	Wfdc8
ENSMUSG00000070544	ENSG00000198900	ENSG00000198900.5	TOP1	Top1
ENSMUSG00000070546	ENSG00000179817	ENSG00000179817.3	MRGPRX4	Mrgprb3
ENSMUSG00000070546	ENSG00000183695	ENSG00000183695.2	MRGPRX2	Mrgprb3
ENSMUSG00000070546	ENSG00000179826	ENSG00000179826.5	MRGPRX3	Mrgprb3
ENSMUSG00000070546	ENSG00000170255	ENSG00000170255.6	MRGPRX1	Mrgprb3
ENSMUSG00000070547	ENSG00000179826	ENSG00000179826.5	MRGPRX3	Mrgprb1
ENSMUSG00000070547	ENSG00000183695	ENSG00000183695.2	MRGPRX2	Mrgprb1
ENSMUSG00000070547	ENSG00000170255	ENSG00000170255.6	MRGPRX1	Mrgprb1
ENSMUSG00000070547	ENSG00000179817	ENSG00000179817.3	MRGPRX4	Mrgprb1
ENSMUSG00000070550	ENSG00000179826	ENSG00000179826.5	MRGPRX3	Mrgprb4
ENSMUSG00000070550	ENSG00000170255	ENSG00000170255.6	MRGPRX1	Mrgprb4
ENSMUSG00000070550	ENSG00000179817	ENSG00000179817.3	MRGPRX4	Mrgprb4
ENSMUSG00000070550	ENSG00000183695	ENSG00000183695.2	MRGPRX2	Mrgprb4
ENSMUSG00000070551	ENSG00000179826	ENSG00000179826.5	MRGPRX3	Mrgprb5
ENSMUSG00000070551	ENSG00000179817	ENSG00000179817.3	MRGPRX4	Mrgprb5
ENSMUSG00000070551	ENSG00000183695	ENSG00000183695.2	MRGPRX2	Mrgprb5
ENSMUSG00000070551	ENSG00000170255	ENSG00000170255.6	MRGPRX1	Mrgprb5
ENSMUSG00000070552	ENSG00000179826	ENSG00000179826.5	MRGPRX3	Mrgprx1
ENSMUSG00000070552	ENSG00000183695	ENSG00000183695.2	MRGPRX2	Mrgprx1
ENSMUSG00000070552	ENSG00000170255	ENSG00000170255.6	MRGPRX1	Mrgprx1
ENSMUSG00000070552	ENSG00000179817	ENSG00000179817.3	MRGPRX4	Mrgprx1
ENSMUSG00000070563	ENSG00000177202	ENSG00000177202.1	SPACA4	Spaca4
ENSMUSG00000070564	ENSG00000142233	ENSG00000142233.7	NTN5	Ntn5
ENSMUSG00000070565	ENSG00000075391	ENSG00000075391.12	RASAL2	Rasal2
ENSMUSG00000070570	ENSG00000104888	ENSG00000104888.5	SLC17A7	Slc17a7
ENSMUSG00000070576	ENSG00000169184	ENSG00000169184.5	MN1	Mn1
ENSMUSG00000070577	ENSG00000175262	ENSG00000175262.10	C1orf127	Gm572
ENSMUSG00000070594	ENSG00000000971	ENSG00000000971.11	CFH	Gm4788
ENSMUSG00000070594	ENSG00000116785	ENSG00000116785.9	CFHR3	Gm4788
ENSMUSG00000070604	ENSG00000186806	ENSG00000186806.5	VSIG10L	Vsig10l
ENSMUSG00000070609	ENSG00000204518	ENSG00000204518.2	AADACL4	Gm13177
ENSMUSG00000070632	ENSG00000189195	ENSG00000189195.5	BTBD8	Btbd8
ENSMUSG00000070637	ENSG00000183888	ENSG00000183888.4	C1orf64	Gm694
ENSMUSG00000070639	ENSG00000197147	ENSG00000197147.8	LRRC8B	Lrrc8b
ENSMUSG00000070643	ENSG00000143842	ENSG00000143842.10	SOX13	Sox13
ENSMUSG00000070644	ENSG00000143845	ENSG00000143845.10	ETNK2	Etnk2
ENSMUSG00000070645	ENSG00000143839	ENSG00000143839.12	REN	Ren1
ENSMUSG00000070661	ENSG00000178828	ENSG00000178828.5	RNF186	Rnf186
ENSMUSG00000070683	ENSG00000215906	ENSG00000215906.4	LACTBL1	Lactbl1
ENSMUSG00000070687	ENSG00000179546	ENSG00000179546.3	HTR1D	Htr1d
ENSMUSG00000070691	ENSG00000020633	ENSG00000020633.14	RUNX3	Runx3
ENSMUSG00000070695	ENSG00000155052	ENSG00000155052.14	CNTNAP5	Cntnap5a
ENSMUSG00000070697	ENSG00000132467	ENSG00000132467.2	UTP3	Utp3
ENSMUSG00000070699	ENSG00000104835	ENSG00000104835.10	SARS2	Sars2
ENSMUSG00000070704	ENSG00000197888	ENSG00000197888.2	UGT2B17	Ugt2b36
ENSMUSG00000070705	ENSG00000176401	ENSG00000176401.5	EID2B	Eid2b
ENSMUSG00000070708	ENSG00000124196	ENSG00000124196.5	GTSF1L	Gtsf1l
