Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189892Aligned.out.bam	GSM2189892Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189893Aligned.out.bam	GSM2189893Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189894Aligned.out.bam	GSM2189894Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189895Aligned.out.bam	GSM2189895Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189896Aligned.out.bam	GSM2189896Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189897Aligned.out.bam	GSM2189897Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189898Aligned.out.bam	GSM2189898Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189899Aligned.out.bam	GSM2189899Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189900Aligned.out.bam	GSM2189900Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189901Aligned.out.bam	GSM2189901Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189902Aligned.out.bam	GSM2189902Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189903Aligned.out.bam	GSM2189903Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189904Aligned.out.bam	GSM2189904Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189905Aligned.out.bam	GSM2189905Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189906Aligned.out.bam	GSM2189906Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189907Aligned.out.bam	GSM2189907Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189908Aligned.out.bam	GSM2189908Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189909Aligned.out.bam	GSM2189909Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189910Aligned.out.bam	GSM2189910Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189911Aligned.out.bam	GSM2189911Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189912Aligned.out.bam	GSM2189912Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189913Aligned.out.bam	GSM2189913Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189914Aligned.out.bam	GSM2189914Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189915Aligned.out.bam	GSM2189915Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189916Aligned.out.bam	GSM2189916Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189917Aligned.out.bam	GSM2189917Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189918Aligned.out.bam	GSM2189918Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189919Aligned.out.bam	GSM2189919Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189920Aligned.out.bam	GSM2189920Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189921Aligned.out.bam	GSM2189921Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189922Aligned.out.bam	GSM2189922Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189923Aligned.out.bam	GSM2189923Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189924Aligned.out.bam	GSM2189924Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189925Aligned.out.bam	GSM2189925Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189926Aligned.out.bam	GSM2189926Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189927Aligned.out.bam	GSM2189927Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189928Aligned.out.bam	GSM2189928Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189929Aligned.out.bam	GSM2189929Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189930Aligned.out.bam	GSM2189930Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189931Aligned.out.bam	GSM2189931Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189932Aligned.out.bam	GSM2189932Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189933Aligned.out.bam	GSM2189933Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189934Aligned.out.bam	GSM2189934Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189935Aligned.out.bam	GSM2189935Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189936Aligned.out.bam	GSM2189936Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189937Aligned.out.bam	GSM2189937Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189938Aligned.out.bam	GSM2189938Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189939Aligned.out.bam	GSM2189939Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189940Aligned.out.bam	GSM2189940Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189941Aligned.out.bam	GSM2189941Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189942Aligned.out.bam	GSM2189942Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189943Aligned.out.bam	GSM2189943Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189944Aligned.out.bam	GSM2189944Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189945Aligned.out.bam	GSM2189945Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189946Aligned.out.bam	GSM2189946Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189947Aligned.out.bam	GSM2189947Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189948Aligned.out.bam	GSM2189948Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189949Aligned.out.bam	GSM2189949Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189950Aligned.out.bam	GSM2189950Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189951Aligned.out.bam	GSM2189951Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189952Aligned.out.bam	GSM2189952Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189953Aligned.out.bam	GSM2189953Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189954Aligned.out.bam	GSM2189954Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189955Aligned.out.bam	GSM2189955Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189956Aligned.out.bam	GSM2189956Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189957Aligned.out.bam	GSM2189957Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189958Aligned.out.bam	GSM2189958Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189959Aligned.out.bam	GSM2189959Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189960Aligned.out.bam	GSM2189960Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189961Aligned.out.bam	GSM2189961Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189962Aligned.out.bam	GSM2189962Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189963Aligned.out.bam	GSM2189963Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189964Aligned.out.bam	GSM2189964Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189965Aligned.out.bam	GSM2189965Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189966Aligned.out.bam	GSM2189966Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189967Aligned.out.bam	GSM2189967Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189968Aligned.out.bam	GSM2189968Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189969Aligned.out.bam	GSM2189969Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189970Aligned.out.bam	GSM2189970Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189971Aligned.out.bam	GSM2189971Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189972Aligned.out.bam	GSM2189972Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189973Aligned.out.bam	GSM2189973Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189974Aligned.out.bam	GSM2189974Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189975Aligned.out.bam	GSM2189975Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189976Aligned.out.bam	GSM2189976Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189977Aligned.out.bam	GSM2189977Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189978Aligned.out.bam	GSM2189978Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189979Aligned.out.bam	GSM2189979Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189980Aligned.out.bam	GSM2189980Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189981Aligned.out.bam	GSM2189981Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189982Aligned.out.bam	GSM2189982Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189983Aligned.out.bam	GSM2189983Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189984Aligned.out.bam	GSM2189984Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189985Aligned.out.bam	GSM2189985Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189986Aligned.out.bam	GSM2189986Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189987Aligned.out.bam	GSM2189987Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189988Aligned.out.bam	GSM2189988Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189989Aligned.out.bam	GSM2189989Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189990Aligned.out.bam	GSM2189990Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189991Aligned.out.bam	GSM2189991Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189992Aligned.out.bam	GSM2189992Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189993Aligned.out.bam	GSM2189993Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189994Aligned.out.bam	GSM2189994Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189995Aligned.out.bam	GSM2189995Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189996Aligned.out.bam	GSM2189996Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189997Aligned.out.bam	GSM2189997Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189998Aligned.out.bam	GSM2189998Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189999Aligned.out.bam	GSM2189999Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190000Aligned.out.bam	GSM2190000Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190001Aligned.out.bam	GSM2190001Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190002Aligned.out.bam	GSM2190002Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190003Aligned.out.bam	GSM2190003Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190004Aligned.out.bam	GSM2190004Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190005Aligned.out.bam	GSM2190005Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190006Aligned.out.bam	GSM2190006Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190007Aligned.out.bam	GSM2190007Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190008Aligned.out.bam	GSM2190008Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190009Aligned.out.bam	GSM2190009Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190010Aligned.out.bam	GSM2190010Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190011Aligned.out.bam	GSM2190011Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190012Aligned.out.bam	GSM2190012Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190013Aligned.out.bam	GSM2190013Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190014Aligned.out.bam	GSM2190014Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190015Aligned.out.bam	GSM2190015Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190016Aligned.out.bam	GSM2190016Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190017Aligned.out.bam	GSM2190017Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190018Aligned.out.bam	GSM2190018Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190019Aligned.out.bam	GSM2190019Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190020Aligned.out.bam	GSM2190020Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190021Aligned.out.bam	GSM2190021Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190022Aligned.out.bam	GSM2190022Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190023Aligned.out.bam	GSM2190023Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190024Aligned.out.bam	GSM2190024Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190025Aligned.out.bam	GSM2190025Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190026Aligned.out.bam	GSM2190026Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190027Aligned.out.bam	GSM2190027Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190028Aligned.out.bam	GSM2190028Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190029Aligned.out.bam	GSM2190029Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190030Aligned.out.bam	GSM2190030Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190031Aligned.out.bam	GSM2190031Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190032Aligned.out.bam	GSM2190032Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190033Aligned.out.bam	GSM2190033Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190034Aligned.out.bam	GSM2190034Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190035Aligned.out.bam	GSM2190035Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190036Aligned.out.bam	GSM2190036Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190037Aligned.out.bam	GSM2190037Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190038Aligned.out.bam	GSM2190038Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190039Aligned.out.bam	GSM2190039Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190040Aligned.out.bam	GSM2190040Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190041Aligned.out.bam	GSM2190041Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190042Aligned.out.bam	GSM2190042Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190043Aligned.out.bam	GSM2190043Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190044Aligned.out.bam	GSM2190044Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190045Aligned.out.bam	GSM2190045Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190046Aligned.out.bam	GSM2190046Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190047Aligned.out.bam	GSM2190047Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190048Aligned.out.bam	GSM2190048Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190049Aligned.out.bam	GSM2190049Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190050Aligned.out.bam	GSM2190050Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190051Aligned.out.bam	GSM2190051Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190052Aligned.out.bam	GSM2190052Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190053Aligned.out.bam	GSM2190053Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190054Aligned.out.bam	GSM2190054Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190055Aligned.out.bam	GSM2190055Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190056Aligned.out.bam	GSM2190056Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190057Aligned.out.bam	GSM2190057Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190058Aligned.out.bam	GSM2190058Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190059Aligned.out.bam	GSM2190059Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190060Aligned.out.bam	GSM2190060Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190061Aligned.out.bam	GSM2190061Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190062Aligned.out.bam	GSM2190062Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190063Aligned.out.bam	GSM2190063Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190064Aligned.out.bam	GSM2190064Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190065Aligned.out.bam	GSM2190065Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190066Aligned.out.bam	GSM2190066Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190067Aligned.out.bam	GSM2190067Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190068Aligned.out.bam	GSM2190068Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190069Aligned.out.bam	GSM2190069Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190070Aligned.out.bam	GSM2190070Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190071Aligned.out.bam	GSM2190071Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190072Aligned.out.bam	GSM2190072Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190073Aligned.out.bam	GSM2190073Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190074Aligned.out.bam	GSM2190074Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190075Aligned.out.bam	GSM2190075Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190076Aligned.out.bam	GSM2190076Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190077Aligned.out.bam	GSM2190077Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190078Aligned.out.bam	GSM2190078Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190079Aligned.out.bam	GSM2190079Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190080Aligned.out.bam	GSM2190080Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190081Aligned.out.bam	GSM2190081Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190082Aligned.out.bam	GSM2190082Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190083Aligned.out.bam	GSM2190083Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190084Aligned.out.bam	GSM2190084Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190085Aligned.out.bam	GSM2190085Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190086Aligned.out.bam	GSM2190086Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190087Aligned.out.bam	GSM2190087Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190088Aligned.out.bam	GSM2190088Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190089Aligned.out.bam	GSM2190089Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190090Aligned.out.bam	GSM2190090Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190091Aligned.out.bam	GSM2190091Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190092Aligned.out.bam	GSM2190092Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190093Aligned.out.bam	GSM2190093Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190094Aligned.out.bam	GSM2190094Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190095Aligned.out.bam	GSM2190095Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190096Aligned.out.bam	GSM2190096Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190097Aligned.out.bam	GSM2190097Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190098Aligned.out.bam	GSM2190098Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190099Aligned.out.bam	GSM2190099Aligned.out_counts_genes_mm9.txt	Single
